Persona,Specific Clause Referenced,comment,label
Policy Maker/Academic,(1) Regulatory Risk,"The ""deemed"" status of the old standards introduces legal ambiguity during the transition, which is poor regulatory drafting.",Negative
Policy Maker/Academic,(2) Power Concentration,The Central Government holding the power to prescribe standards and addendums (2) concentrates too much authority outside an independent technical body (NFRA).,Negative
Policy Maker/Academic,(1) Necessity,"The transitional provision is absolutely necessary to ensure companies continue to file accounts, preventing a legal vacuum.",Positive
Policy Maker/Academic,(2) NFRA Goal,The rule clearly sets the goal: standards will be prescribed by the Central Government until NFRA is constituted.,Neutral
Policy Maker/Academic,(2) Standard Setting,The multi-step standard-setting process (ICAI $\rightarrow$ NACAS $\rightarrow$ CG) ensures broad consultation and vetting before prescription.,Positive
Policy Maker/Academic,(1) Old Standards,The standards of accounting under the 1956 Act are the default legal baseline.,Neutral
Policy Maker/Academic,(2) Central Government Role,The Central Government's involvement ensures political and public accountability for the final standards.,Neutral
Policy Maker/Academic,(2) ICAI Role,ICAI's initial recommendation ensures the standards are technically sound.,Neutral
Policy Maker/Academic,(1) Section 133,New standards will be issued under Section 133.,Neutral
Policy Maker/Academic,(2) NACAS Examination,Examination of the NACAS recommendations by the CG is a necessary step for regulatory due diligence.,Neutral
Policy Maker/Academic,(1) Deeming Provision,The deeming provision ensures legal continuity of standards.,Neutral
Policy Maker/Academic,(2) Addendum,The provision for addendums allows the Central Government to respond quickly to emerging accounting issues.,Neutral
Policy Maker/Academic,"(1) Companies Act, 1956",The old Act provides the source for the current standards.,Neutral
Policy Maker/Academic,(2) NFRA Constitution,The rule correctly limits the transitional process until the permanent body is established.,Neutral
Policy Maker/Academic,(2) Prescription,The Central Government has the authority to prescribe standards.,Neutral
Policy Maker/Academic,(1) Standards,The standards are deemed to be the accounting standards.,Neutral
Policy Maker/Academic,(2) Consultation,The process requires consultation and examination by relevant bodies.,Neutral
Policy Maker/Academic,(1) Section 133,New standards will be specified under Section 133.,Neutral
Policy Maker/Academic,(2) Transition Period,The rule governs the transition period until NFRA is fully operational.,Neutral
Policy Maker/Academic,(1) Legal Continuity,The provision is a legal bridge between the two Acts.,Neutral
Policy Maker/Academic,(2) ICAI Recommendation,The standards must be recommended by the ICAI.,Neutral
Policy Maker/Academic,(2) Examination,The Central Government examines the recommendations.,Neutral
Policy Maker/Academic,(1) Deemed Standards,The old standards are deemed effective.,Neutral
Policy Maker/Academic,(2) NACAS Role,NACAS provides recommendations to the Central Government.,Neutral
Policy Maker/Academic,(1) Accounting Standards,The focus is on the accounting standards.,Neutral
Policy Maker/Academic,(2) Section 210A,NACAS was established under the old Act.,Neutral
Policy Maker/Academic,(1) Companies Act,The rule links the new Act to the standards of the old Act.,Neutral
Policy Maker/Academic,(2) Central Government Authority,The CG is the ultimate prescribing authority during the transition.,Neutral
Company Secretary/CFO,(3)(A) Conservation of Energy,"The detailed reporting on conservation of energy (steps, impact, capital investment) is unnecessarily burdensome for companies not primarily focused on energy.",Negative
Company Secretary/CFO,(3)(B) Technology Absorption,"The requirement to detail technology absorption, benefits derived, and import details adds an extensive, technical narrative section to the report.",Negative
Company Secretary/CFO,(3)(C) Foreign Exchange,Reporting actual inflows and outflows of foreign exchange adds a significant level of transactional detail that clutters the high-level Board's Report.,Negative
Company Secretary/CFO,(5)(v) Deposit Default Detail,"The granular reporting of deposit defaults (total amount involved at the beginning, maximum during, and at the end of the year) is excessively detailed.",Negative
Company Secretary/CFO,(4) Board Evaluation,"Mandating a statement on the formal annual evaluation of the Board, committees, and individual directors is a subjective and high-liability governance disclosure.",Negative
Company Secretary/CFO,(5)(iiia) ID Opinion,"Requiring the Board's opinion with regard to integrity, expertise, and experience (including proficiency) of Independent Directors places undue personal liability on the Board.",Negative
Company Secretary/CFO,(5)(vii) Material Orders,Disclosure of significant and material orders passed by regulators/courts impacting the going concern status and operations in future is a high-risk disclosure.,Negative
Company Secretary/CFO,(6) OPC/Small Co. Exemption,"The rule does not apply to One Person Company or Small Company, which is a necessary relief measure.",Positive
Company Secretary/CFO,(1) Subsidiary Performance,"The report must now report on the highlights of performance of subsidiaries, associates and joint venture companies and their contribution, complicating the stand-alone report.",Negative
Company Secretary/CFO,(2) Related Party,The requirement to include particulars of related party contracts in Form AOC-2 is a strict compliance hurdle.,Negative
Company Secretary/CFO,(5)(vi) Deposit Non-Compliance,Disclosure of deposits not in compliance with the requirements of Chapter V is a mandatory but high-risk self-declaration of non-compliance.,Negative
Company Secretary/CFO,(5)(viii) Internal Controls,"The report must detail the adequacy of internal financial controls with reference to the Financial Statements, imposing a critical governance disclosure.",Neutral
Company Secretary/CFO,(5)(x) POSH Act,Disclosure of compliance with the Sexual Harassment of Women at Workplace Act is a necessary and serious social governance disclosure.,Neutral
Company Secretary/CFO,(5)(xi) IBC Proceedings,"Disclosure of application made or any proceeding pending under the Insolvency and Bankruptcy Code, 2016 is a mandatory but negative disclosure.",Negative
Company Secretary/CFO,(5)(xii) Valuation Difference,"Reporting the difference between valuation done at one time settlement and taking loan adds a complex, non-standard financial reconciliation requirement.",Negative
Company Secretary/CFO,(5)(i) Financial Summary,Inclusion of the financial summary or highlights is necessary for quick reference.,Neutral
Company Secretary/CFO,(5)(iii) Director/KMP Changes,The details of directors/KMPs appointed or resigned during the year are standard corporate governance disclosures.,Neutral
Company Secretary/CFO,(1) Stand-Alone Basis,The report is prepared based on the stand alone financial statements of the company.,Neutral
Company Secretary/CFO,(5)(iv) Company Status Change,"Reporting on companies that have become or ceased to be its Subsidiaries, joint ventures or associate companies is a necessary group restructuring disclosure.",Neutral
